current_tick,Admission,Assign,Diagnose,Discharge,Recovery,Transfer,Treatment
157,0,0,0,0,0,0,1
158,0,0,0,0,0,0,1
159,0,0,0,0,1,0,0
160,0,0,0,0,1,0,0
161,0,0,0,0,1,0,0
162,0,0,0,0,1,0,0
163,0,0,0,0,1,0,0
164,0,0,0,0,1,0,0
165,0,0,0,0,1,0,0
166,0,0,0,0,0,0,1
167,0,0,0,0,0,0,1
168,0,0,0,0,0,0,1
169,0,0,0,0,0,0,1
170,0,0,0,0,0,0,1
171,0,0,0,0,0,0,1
172,0,0,0,0,0,0,1
173,0,0,0,0,0,0,1
174,0,0,0,0,0,0,1
175,0,0,0,0,0,0,1
176,0,0,0,0,0,0,1
177,0,0,0,0,0,0,1
178,0,0,0,0,0,0,1
179,0,0,0,0,0,0,1
180,0,0,0,0,0,0,1
181,0,0,0,0,0,0,1
182,0,0,0,0,0,0,1
183,0,0,0,0,0,0,1
184,0,0,0,0,0,0,1
185,0,0,0,0,0,0,1
186,0,0,0,0,0,0,1
187,0,0,0,0,0,0,1
188,0,0,0,0,0,0,1
189,0,0,0,0,0,0,1
190,0,0,0,0,1,0,0
191,0,0,0,0,1,0,0
192,0,0,0,0,1,0,0
193,0,0,0,0,1,0,0
194,0,0,0,0,1,0,0
195,0,0,0,0,1,0,0
196,0,0,0,0,1,0,0
197,0,0,0,0,1,0,0
198,0,0,0,0,1,0,0
199,0,0,0,0,1,0,0
200,0,0,0,0,1,0,0
201,0,0,0,0,1,0,0
202,0,0,0,0,1,0,0
203,0,0,0,0,0,0,1
204,0,0,0,0,0,0,1
205,0,0,0,0,0,0,1
206,0,0,0,0,0,0,1
207,0,0,0,0,0,0,1
208,0,0,0,0,0,0,1
209,0,0,0,0,0,0,1
210,0,0,0,0,0,0,1
211,0,0,0,0,0,0,1
212,0,0,0,0,0,0,1
213,0,0,0,0,0,0,1
214,0,0,0,0,0,0,1
215,0,0,0,0,0,0,1
216,0,0,0,0,0,0,1
217,0,0,0,0,0,0,1
218,0,0,0,0,0,0,1
219,0,0,0,0,0,0,1
220,0,0,0,0,0,0,1
221,0,0,0,0,0,0,1
222,0,0,0,0,0,0,1
223,0,0,0,0,0,0,1
224,0,0,0,0,0,0,1
225,0,0,0,0,0,0,1
226,0,0,0,0,0,0,1
227,0,0,0,0,0,0,1
228,0,0,0,0,0,0,1
229,0,0,0,0,0,0,1
230,0,0,0,0,0,0,1
231,0,0,0,0,0,0,1
232,0,0,0,0,0,0,1
233,0,0,0,0,0,0,1
234,0,0,0,0,0,0,1
235,0,0,0,0,0,0,1
236,0,0,0,0,0,0,1
237,0,0,0,0,0,0,1
238,0,0,0,0,0,0,1
239,0,0,0,0,0,0,1
240,0,0,0,0,0,0,1
241,0,0,0,0,0,0,1
242,0,0,0,0,0,0,1
243,0,0,0,0,0,0,1
244,0,0,0,0,0,0,1
245,0,0,0,0,0,0,1
246,0,0,0,0,0,0,1
247,0,1,0,0,0,0,1
248,0,1,0,0,0,0,1
249,0,1,0,0,0,0,1
250,0,1,0,0,0,0,1
251,0,1,0,0,0,0,1
252,1,0,0,0,1,0,0
253,1,0,0,0,1,0,0
254,1,0,0,0,1,0,0
255,1,0,0,0,1,0,0
256,1,0,0,0,1,0,0
257,1,0,0,0,1,0,0
258,1,0,0,0,1,0,0
259,1,0,0,0,1,0,0
260,1,0,0,0,1,0,0
261,1,0,0,1,0,0,0
262,1,0,0,1,0,0,0
263,0,0,1,1,0,0,0
264,0,0,1,1,0,0,0
265,0,0,1,1,0,0,0
266,0,0,1,1,0,0,0
267,0,0,1,1,0,0,0
268,0,0,1,0,0,0,0
269,0,0,1,0,0,0,0
270,0,0,1,0,0,0,0
271,0,0,1,0,0,0,0
272,0,0,1,0,0,0,0
273,0,0,1,0,0,0,0
275,0,0,0,0,0,0,1
276,0,0,0,0,0,0,1
277,0,0,0,0,0,0,1
278,0,0,0,0,0,0,1
279,0,0,0,0,0,0,1
280,0,0,0,0,0,0,1
281,0,0,0,0,0,0,1
282,0,0,0,0,1,0,0
283,0,0,0,0,1,0,0
284,0,0,0,0,1,0,0
285,0,0,0,0,1,0,0
286,0,0,0,0,1,0,0
287,0,0,0,0,0,0,1
288,0,0,0,0,0,0,1
289,0,0,0,0,0,0,1
290,0,0,0,0,0,0,1
291,0,0,0,0,0,0,1
292,0,0,0,0,0,0,1
293,0,0,0,0,0,0,1
294,0,0,0,0,0,0,1
295,0,0,0,0,1,0,0
296,0,0,0,0,1,0,0
297,0,0,0,0,1,0,0
298,0,0,0,0,1,0,0
299,0,0,0,0,1,0,0
300,0,0,0,0,1,0,0
301,0,0,0,0,1,0,0
302,0,0,0,0,1,0,0
303,0,0,0,0,1,0,0
304,0,0,0,0,1,0,0
305,0,0,0,0,1,0,0
306,0,0,0,0,1,0,0
307,0,0,0,0,1,0,0
308,0,0,0,0,1,0,0
309,0,0,0,0,1,0,0
310,0,0,0,0,1,0,0
311,0,0,0,0,1,0,0
312,0,0,0,0,1,0,0
313,0,0,0,0,1,0,0
314,0,0,0,0,1,0,0
315,0,0,0,0,1,0,0
316,0,0,0,0,1,0,0
317,0,0,0,0,1,0,0
318,0,0,0,0,1,0,0
319,0,0,0,0,1,0,0
320,0,0,0,0,1,0,0
321,0,0,0,0,1,0,0
322,0,0,0,0,1,0,0
323,0,0,0,0,1,0,0
324,0,0,0,0,1,0,0
325,0,1,0,0,1,0,0
326,0,1,0,1,0,0,0
327,0,1,0,1,0,0,0
328,0,1,0,1,0,0,0
329,0,1,0,1,0,0,0
330,1,0,0,1,0,0,0
331,1,0,0,1,0,0,0
332,1,0,0,1,0,0,0
333,1,0,0,0,0,0,0
334,1,0,0,0,0,0,0
335,1,0,0,0,0,0,0
336,1,0,0,0,0,0,0
337,1,0,0,0,0,0,0
338,1,0,0,0,0,0,0
339,1,0,0,0,0,0,0
340,1,0,0,0,0,0,0
341,1,0,0,0,0,0,0
342,1,0,0,0,0,0,0
343,1,0,0,0,0,0,0
344,1,0,0,0,0,0,0
345,0,0,1,0,0,0,0
346,0,0,1,0,0,0,0
347,0,0,1,0,0,0,0
348,0,0,1,0,0,0,0
349,0,0,1,0,0,0,0
350,0,0,1,0,0,0,0
351,0,0,1,0,0,0,0
352,0,0,1,0,0,0,0
353,0,0,1,0,0,0,0
355,0,0,0,0,0,0,1
356,0,0,0,0,0,0,1
357,0,0,0,0,0,0,1
358,0,0,0,0,0,0,1
359,0,0,0,0,0,0,1
360,0,0,0,0,0,0,1
361,0,0,0,0,0,0,1
362,0,0,0,0,0,0,1
363,0,0,0,0,0,0,1
364,0,0,0,0,0,0,1
365,0,0,0,0,0,0,1
366,0,0,0,0,0,0,1
367,0,0,0,0,0,0,1
368,0,0,0,0,0,0,1
369,0,0,0,0,0,0,1
370,0,0,0,0,0,0,1
371,0,0,0,0,0,0,1
372,0,0,0,0,0,0,1
373,0,0,0,0,0,0,1
374,0,0,0,0,0,0,1
375,0,0,0,0,0,0,1
376,0,0,0,0,0,0,1
377,0,0,0,0,0,0,1
378,0,0,0,0,0,0,1
379,0,0,0,0,0,0,1
380,0,0,0,0,0,0,1
381,0,0,0,0,0,0,1
382,0,0,0,0,0,0,1
383,0,0,0,0,0,0,1
384,0,0,0,0,0,0,1
385,0,0,0,0,0,0,1
386,0,0,0,0,0,0,1
387,0,0,0,0,0,0,1
388,0,0,0,0,0,0,1
389,0,0,0,0,0,0,1
390,0,0,0,0,0,0,1
391,0,0,0,0,1,0,0
392,0,0,0,0,1,0,0
393,0,0,0,0,1,0,0
394,0,0,0,0,1,0,0
395,0,0,0,0,1,0,0
396,0,0,0,0,1,0,0
397,0,0,0,0,1,0,0
398,0,0,0,0,1,0,0
399,0,0,0,0,1,0,0
400,0,0,0,0,1,0,0
401,0,0,0,0,1,0,0
402,0,0,0,0,1,0,0
403,0,0,0,0,1,0,0
404,0,0,0,0,1,0,0
405,0,0,0,0,1,0,0
406,0,0,0,0,1,0,0
407,0,0,0,0,1,0,0
408,0,0,0,0,1,0,0
409,0,0,0,0,1,0,0
410,0,0,0,0,1,0,0
411,0,0,0,0,1,0,0
412,0,0,0,0,0,0,1
413,0,0,0,0,0,0,1
414,0,0,0,0,0,0,1
415,0,0,0,0,0,0,1
416,0,0,0,0,0,0,1
417,0,0,0,0,0,0,1
418,0,0,0,0,0,0,1
419,0,0,0,0,0,0,1
420,0,0,0,0,0,0,1
421,0,0,0,0,0,0,1
422,0,0,0,0,0,0,1
423,0,0,0,0,0,0,1
424,0,0,0,0,0,0,1
425,0,0,0,0,0,0,1
426,0,0,0,0,0,0,1
427,0,0,0,0,0,0,1
428,0,0,0,0,0,0,1
429,0,0,0,0,0,0,1
430,0,0,0,0,0,0,1
431,0,0,0,0,0,0,1
432,0,0,0,0,0,0,1
433,0,0,0,0,0,0,1
434,0,0,0,0,0,0,1
435,0,0,0,0,0,0,1
436,0,0,0,0,0,0,1
437,0,0,0,0,0,0,1
438,0,0,0,0,0,0,1
439,0,0,0,0,0,0,1
440,0,0,0,0,0,0,1
441,0,0,0,0,0,0,1
442,0,0,0,0,0,0,1
443,0,0,0,0,0,0,1
444,0,0,0,0,0,0,1
445,0,0,0,0,0,0,1
446,0,0,0,0,0,0,1
447,0,0,0,0,0,0,1
448,0,0,0,0,1,0,0
449,0,0,0,0,1,0,0
450,0,0,0,0,1,0,0
451,0,0,0,0,1,0,0
452,0,0,0,0,1,0,0
453,0,0,0,0,1,0,0
454,0,0,0,0,1,0,0
455,0,0,0,0,1,0,0
456,0,0,0,0,1,0,0
457,0,0,0,0,0,0,1
458,0,0,0,0,0,0,1
459,0,0,0,0,0,0,1
460,0,0,0,0,0,0,1
461,0,0,0,0,0,0,1
462,0,0,0,0,0,0,1
463,0,0,0,0,0,0,1
464,0,0,0,0,0,0,1
465,0,0,0,0,0,0,1
466,0,0,0,0,0,0,1
467,0,0,0,0,0,0,1
468,0,0,0,0,0,0,1
469,0,0,0,0,0,0,1
470,0,0,0,0,0,0,1
471,0,0,0,0,0,0,1
472,0,0,0,0,0,0,1
473,0,0,0,0,0,0,1
474,0,0,0,0,0,0,1
475,0,0,0,0,0,0,1
476,0,0,0,0,0,0,1
477,0,0,0,0,0,0,1
478,0,0,0,0,0,0,1
479,0,0,0,0,0,0,1
480,0,0,0,0,0,0,1
481,0,0,0,0,0,0,1
482,0,0,0,0,0,0,1
483,0,0,0,0,0,0,1
484,0,0,0,0,0,0,1
485,0,0,0,0,0,0,1
486,0,0,0,0,0,0,1
487,0,0,0,0,0,0,1
488,0,0,0,0,1,0,0
489,0,0,0,0,1,0,0
490,0,0,0,0,1,0,0
491,0,0,0,0,1,0,0
492,0,0,0,0,1,0,0
493,0,0,0,0,1,0,0
494,0,0,0,0,1,0,0
495,0,0,0,0,1,0,0
496,0,0,0,0,1,0,0
497,0,0,0,0,1,0,0
498,0,0,0,0,1,0,0
499,0,0,0,0,1,0,0
500,0,0,0,0,1,0,0
501,0,0,0,0,1,0,0
502,0,0,0,0,1,0,0
503,0,0,0,0,1,0,0
504,0,0,0,0,1,0,0
505,0,0,0,0,1,0,0
506,0,0,0,0,1,0,0
507,0,0,0,0,0,0,1
508,0,0,0,0,0,0,1
509,0,0,0,0,0,0,1
510,0,0,0,0,0,0,1
511,0,0,0,0,0,0,1
512,0,0,0,0,0,0,1
513,0,0,0,0,0,0,1
514,0,0,0,0,0,0,1
515,0,0,0,0,0,0,1
516,0,0,0,0,0,0,1
517,0,0,0,0,0,0,1
518,0,0,0,0,0,0,1
519,0,0,0,0,0,0,1
520,0,0,0,0,0,0,1
521,0,0,0,0,0,0,1
522,0,0,0,0,0,0,1
523,0,0,0,0,0,0,1
524,0,0,0,0,0,0,1
525,0,0,0,0,0,0,1
526,0,0,0,0,0,0,1
527,0,0,0,0,0,0,1
528,0,0,0,0,0,0,1
529,0,0,0,0,0,0,1
530,0,0,0,0,0,0,1
531,0,0,0,0,0,0,1
532,0,0,0,0,0,0,1
533,0,0,0,0,0,0,1
534,0,0,0,0,0,0,1
535,0,0,0,0,0,0,1
536,0,0,0,0,1,0,0
537,0,0,0,0,1,0,0
538,0,0,0,0,1,0,0
539,0,0,0,0,1,0,0
540,0,0,0,0,1,0,0
541,0,0,0,0,1,0,0
542,0,0,0,0,1,0,0
543,0,0,0,0,1,0,0
544,0,0,0,0,1,0,0
545,0,0,0,0,1,0,0
546,0,0,0,0,1,0,0
547,0,0,0,0,1,0,0
548,0,1,0,0,1,0,0
549,0,1,0,0,1,0,0
550,0,1,0,0,1,0,0
551,0,1,0,0,1,0,0
552,1,0,0,0,1,0,0
553,1,0,0,0,1,0,0
554,1,0,0,0,1,0,0
555,1,0,0,1,0,0,0
556,1,0,0,1,0,0,0
557,1,0,0,1,0,0,0
558,1,0,0,1,0,0,0
559,1,0,0,1,0,0,0
560,1,0,0,1,0,0,0
561,0,0,1,1,0,0,0
562,0,0,1,0,0,0,0
563,0,0,1,0,0,0,0
564,0,0,1,0,0,0,0
565,0,0,1,0,0,0,0
566,0,0,1,0,0,0,0
567,0,0,1,0,0,0,0
568,0,0,1,0,0,0,0
569,0,0,1,0,0,0,0
570,0,0,1,0,0,0,0
572,0,0,0,0,0,0,1
573,0,0,0,0,0,0,1
574,0,0,0,0,0,0,1
575,0,0,0,0,0,0,1
576,0,0,0,0,0,0,1
577,0,0,0,0,0,0,1
578,0,0,0,0,0,0,1
579,0,0,0,0,1,0,0
580,0,0,0,0,1,0,0
581,0,0,0,0,1,0,0
582,0,0,0,0,1,0,0
583,0,0,0,0,1,0,0
584,0,0,0,0,1,0,0
585,0,0,0,0,1,0,0
586,0,0,0,0,1,0,0
587,0,0,0,0,1,0,0
588,0,0,0,0,1,0,0
589,0,0,0,0,1,0,0
590,0,0,0,0,1,0,0
591,0,0,0,0,1,0,0
592,0,0,0,0,1,0,0
593,0,0,0,0,1,0,0
594,0,0,0,0,1,0,0
595,0,0,0,0,1,0,0
596,0,0,0,0,1,0,0
597,0,0,0,0,1,0,0
598,0,0,0,0,1,0,0
599,0,0,0,0,1,0,0
600,0,0,0,0,1,0,0
601,0,0,0,0,1,0,0
602,0,0,0,0,1,0,0
603,0,0,0,0,1,0,0
604,0,0,0,0,1,0,0
605,0,0,0,0,1,0,0
606,0,0,0,0,1,0,0
607,0,0,0,0,1,0,0
608,0,0,0,0,0,0,1
609,0,0,0,0,0,0,1
610,0,0,0,0,0,0,1
611,0,0,0,0,0,0,1
612,0,0,0,0,0,0,1
613,0,0,0,0,0,0,1
614,0,0,0,0,0,0,1
615,0,1,0,0,1,0,0
616,0,1,0,0,1,0,0
617,0,1,0,0,1,0,0
618,0,1,0,0,1,0,0
619,1,1,0,0,1,0,0
620,1,1,0,0,1,0,0
621,1,1,0,0,1,0,0
622,1,1,0,0,1,0,0
623,1,1,0,0,1,0,0
624,2,0,0,0,1,0,0
625,2,0,0,0,1,0,0
626,2,0,0,0,1,0,0
627,2,0,0,0,1,0,0
628,2,0,0,0,1,0,0
629,1,0,1,0,1,0,0
630,1,0,1,0,1,0,0
631,1,0,1,0,1,0,0
632,1,0,1,0,1,0,0
633,1,0,1,0,1,0,0
634,1,0,1,0,1,0,0
635,1,0,0,0,1,0,1
636,1,0,0,0,1,0,1
637,0,0,1,0,1,0,1
638,0,0,1,0,1,0,1
639,0,0,1,0,1,0,1
640,0,0,1,0,1,0,1
641,0,0,1,0,2,0,0
642,0,0,1,0,2,0,0
643,0,0,1,0,2,0,0
644,0,0,1,0,2,0,0
645,0,0,1,0,2,0,0
646,0,0,0,0,2,0,1
647,0,0,0,0,2,0,1
648,0,0,0,0,2,0,1
649,0,0,0,0,2,0,1
650,0,0,0,0,2,0,1
651,0,0,0,0,2,0,1
652,0,0,0,0,2,0,1
653,0,0,0,0,2,0,1
654,0,0,0,0,1,0,2
655,0,0,0,0,1,0,2
656,0,0,0,0,1,0,2
657,0,0,0,0,1,0,2
658,0,0,0,0,1,0,2
659,0,1,0,0,0,0,2
660,0,1,0,0,0,0,2
661,0,1,0,0,1,0,1
662,0,1,0,0,1,0,1
663,0,1,0,0,1,0,1
664,0,0,0,0,1,1,1
665,0,0,0,0,1,1,1
666,0,0,0,0,1,1,1
667,0,0,0,0,1,1,1
668,0,0,0,0,1,1,1
669,0,0,0,0,1,1,1
670,0,0,0,0,1,1,1
671,0,0,0,0,1,1,1
672,0,0,0,0,1,1,1
673,0,0,1,0,1,0,1
674,0,0,1,0,1,0,1
675,0,0,1,0,1,0,1
676,0,0,1,0,1,0,1
677,0,0,1,0,1,0,1
678,0,0,1,0,1,0,1
679,0,1,1,0,1,0,1
680,0,1,1,0,1,0,1
681,0,1,1,0,2,0,0
682,0,1,1,0,2,0,0
683,1,0,1,0,2,0,0
684,1,0,0,0,1,0,1
685,1,0,0,0,1,0,2
686,1,0,0,0,1,0,2
687,1,0,0,0,1,0,2
688,1,0,0,0,1,0,2
689,1,0,0,0,1,0,2
690,1,0,0,0,1,0,2
691,1,0,0,0,1,0,2
692,0,0,1,0,1,0,2
693,0,0,1,0,1,0,2
694,0,0,1,0,1,0,2
695,0,0,1,0,1,0,2
696,0,1,1,0,1,0,2
697,0,1,1,0,1,0,2
698,0,1,1,0,1,0,2
699,0,1,1,0,1,0,2
700,0,1,0,0,1,0,3
701,1,1,0,0,0,0,3
702,1,1,0,0,0,0,3
703,1,1,0,0,0,0,3
704,1,1,0,0,0,0,3
705,1,1,0,0,0,0,3
706,1,0,0,0,1,1,2
707,1,0,0,0,1,1,2
708,1,0,0,0,1,1,2
709,1,0,0,0,1,1,2
710,1,0,0,0,1,1,2
711,1,0,0,0,1,1,2
712,1,0,0,0,1,1,2
713,1,0,0,0,1,1,2
714,1,0,0,0,1,1,2
715,1,0,0,0,1,1,2
716,1,0,1,0,1,0,2
717,1,0,1,0,1,0,2
718,1,0,1,0,1,0,2
719,1,0,1,0,1,0,2
720,1,0,1,0,1,0,2
721,1,0,1,0,1,0,2
722,1,0,1,0,1,0,2
723,1,0,1,0,1,0,2
724,1,0,1,0,1,0,2
725,1,0,1,0,1,0,2
726,1,0,1,0,1,0,2
727,1,0,0,0,2,0,2
728,1,0,0,0,2,0,2
729,1,0,0,0,2,0,2
730,1,0,0,0,2,0,2
731,1,0,0,0,2,0,2
732,1,0,0,0,2,0,2
733,1,0,0,0,2,0,2
734,1,0,0,0,2,0,2
735,1,0,0,0,2,0,2
736,1,0,0,0,2,0,2
737,1,0,0,0,2,0,2
738,1,0,0,0,2,0,2
739,1,0,0,0,2,0,2
740,1,0,0,0,2,0,2
741,0,0,1,0,2,0,2
742,0,0,1,0,2,0,2
743,0,0,1,0,2,0,2
744,0,0,1,0,2,0,2
745,0,0,1,0,1,0,3
746,0,0,1,0,1,0,3
747,0,0,1,0,1,0,3
748,0,0,1,0,1,0,3
749,0,0,1,0,0,0,4
750,0,0,1,0,0,0,4
751,0,0,1,0,0,0,4
752,0,0,0,0,0,0,5
753,0,0,0,0,0,0,5
754,0,0,0,0,0,0,5
755,0,0,0,0,0,0,5
756,0,0,0,0,0,0,5
757,0,0,0,0,0,0,5
758,0,0,0,0,2,0,3
759,0,0,0,0,2,0,3
760,0,0,0,0,2,0,3
761,0,0,0,0,2,0,3
762,0,0,0,0,2,0,3
763,0,0,0,0,2,0,3
764,0,0,0,0,2,0,3
765,0,0,0,0,2,0,3
766,0,1,0,0,2,0,3
767,0,1,0,0,3,0,2
768,0,2,0,0,3,0,2
769,0,2,0,0,3,0,2
770,0,2,0,0,3,0,2
771,1,1,0,1,2,0,2
772,1,1,0,1,2,0,2
773,1,1,0,1,2,0,2
774,1,1,0,1,2,0,2
775,2,1,0,1,2,0,2
776,2,1,0,1,2,0,2
777,2,1,0,0,2,0,2
778,2,1,0,0,2,0,2
779,2,1,0,0,2,0,2
780,2,1,0,0,2,0,2
781,3,0,0,0,2,0,2
782,1,0,2,0,2,0,2
783,1,0,2,0,2,0,2
784,1,0,2,0,2,0,2
785,1,0,2,0,2,0,2
786,1,0,2,0,1,0,3
787,1,0,2,0,1,0,3
788,1,1,2,0,1,0,3
789,1,1,2,0,1,0,3
790,1,1,1,0,1,0,4
791,1,1,1,0,1,0,4
792,1,0,2,0,1,0,4
793,1,0,1,0,1,0,4
794,1,0,1,1,0,0,5
795,1,0,1,1,0,0,5
796,1,0,1,1,0,0,5
797,1,0,1,1,1,0,4
798,1,0,1,1,1,0,4
799,1,0,1,1,1,0,4
800,1,0,1,0,1,0,4
801,1,0,1,0,1,0,4
802,1,0,1,0,1,0,4
803,1,0,1,0,1,0,4
804,0,0,1,0,1,0,5
805,0,0,1,0,1,0,5
806,0,1,1,0,1,0,5
807,0,1,1,0,1,0,5
808,0,1,1,0,1,0,5
809,0,1,1,0,1,0,5
810,0,1,1,0,1,0,5
811,0,1,1,0,1,0,5
812,1,0,1,0,1,0,5
813,1,0,1,0,1,0,5
814,1,0,1,0,2,0,4
815,1,0,0,0,2,0,5
816,1,0,0,0,2,0,5
817,1,1,0,0,2,0,4
818,1,1,0,0,2,0,4
819,1,1,0,0,2,0,4
820,1,1,0,0,3,0,3
821,0,1,1,0,3,0,3
822,0,0,1,0,3,1,3
823,0,0,1,0,3,1,3
824,0,0,1,0,3,1,3
825,0,0,1,0,3,1,3
826,0,0,1,0,3,1,3
827,0,0,1,0,3,1,3
828,0,0,1,0,2,1,4
829,0,0,1,0,2,1,4
830,0,0,2,1,1,0,4
831,0,0,1,1,1,0,4
832,0,0,1,1,0,0,6
833,0,0,1,1,0,0,6
834,0,0,1,1,0,0,6
835,0,0,1,1,0,0,6
836,0,0,1,1,0,0,6
837,0,0,1,0,1,0,5
838,0,0,1,0,1,0,5
839,0,0,1,0,1,0,5
840,0,0,1,0,1,0,5
841,0,0,1,0,1,0,5
842,0,0,1,0,1,0,5
843,0,0,1,0,1,0,5
844,0,0,0,0,1,0,6
845,0,0,0,0,1,0,6
846,0,0,0,0,1,0,6
847,0,0,0,0,1,0,6
848,0,0,0,0,1,0,6
849,0,0,0,0,1,0,6
850,0,0,0,0,2,0,5
851,0,0,0,0,3,0,4
852,0,0,0,0,3,0,4
853,0,0,0,0,3,0,4
854,0,0,0,0,4,0,3
855,0,0,0,0,4,0,3
856,0,0,0,0,4,0,3
857,0,0,0,0,4,0,3
858,0,0,0,0,4,0,3
859,0,1,0,0,4,0,3
860,0,1,0,0,4,0,3
861,0,1,0,0,4,0,3
862,0,1,0,0,4,0,3
863,0,1,0,0,4,0,3
864,0,1,0,0,3,0,4
865,1,0,0,0,3,0,4
866,1,0,0,0,3,0,4
867,1,0,0,0,3,0,4
868,1,0,0,0,3,0,4
869,1,0,0,0,4,0,3
870,1,0,0,0,4,0,3
871,1,0,0,0,5,0,2
872,1,0,0,0,4,0,3
873,1,0,0,0,4,0,3
874,1,0,0,0,4,0,3
875,1,0,0,0,4,0,3
876,1,0,0,0,4,0,3
877,1,0,0,0,3,0,4
878,1,0,0,0,3,0,4
879,1,0,0,0,3,0,4
880,0,0,1,0,3,0,4
881,0,1,1,0,3,0,4
882,0,1,1,0,3,0,4
883,0,1,1,1,2,0,4
884,0,1,1,2,3,0,2
885,0,1,1,2,3,0,2
886,1,0,1,2,3,0,2
887,1,0,1,2,2,0,3
888,1,0,1,2,2,0,3
889,1,0,1,2,2,0,3
890,1,0,1,1,2,0,3
891,1,0,0,1,2,0,4
892,1,0,0,0,2,0,4
893,1,0,0,0,2,0,4
894,1,0,0,0,2,0,4
895,1,0,0,0,2,0,4
896,1,0,0,0,2,0,4
897,1,0,0,0,2,0,4
898,1,0,0,0,2,0,4
899,1,0,0,0,2,0,4
900,1,0,0,0,2,0,4
901,1,0,0,0,2,0,4
902,0,0,1,0,2,0,4
903,0,0,1,0,3,0,3
904,0,0,1,0,3,0,3
905,0,0,1,0,3,0,3
906,0,0,1,0,4,0,2
907,0,0,1,0,5,0,1
908,0,0,1,1,4,0,1
909,0,0,1,1,5,0,0
910,0,0,1,1,5,0,0
911,0,0,1,1,5,0,0
912,0,0,1,1,5,0,0
913,0,0,0,1,5,0,1
914,0,0,0,1,5,0,1
915,0,0,0,1,5,0,1
916,0,0,0,1,5,0,1
917,0,0,0,1,4,0,2
918,0,0,0,1,4,0,2
919,0,0,0,1,4,0,2
920,0,0,0,1,5,0,1
921,0,0,0,1,5,0,1
922,0,0,0,1,5,0,1
923,0,0,0,1,5,0,1
924,0,0,0,1,5,0,1
925,0,0,0,1,5,0,1
926,0,0,0,1,3,0,3
927,0,0,0,1,3,0,3
928,0,0,0,1,3,0,3
